groom_giver,groom_reciever,constrained_duration,observation_name
1L5,8A7,47,1L5 2021-08-03 11:51:01 Emma Offenberg
1H6,3S3,145,1H6 2021-08-05 11:23:57 Emma Offenberg
9N1,5C0,281,5C0 2021-08-05 11:27:28 Josue Negron
3S3,1H6,33,1H6 2021-08-05 11:23:57 Emma Offenberg
8D8,9U3,104,8D8 2021-08-05 11:38:45 Josue Negron
2J8,0R8,562,0R8 2021-08-05 12:16:26 Josue Negron
2L5,7N2,161,2L5 2021-08-05 12:29:25 Josue Negron
5T7,50I,125,50I 2021-08-05 12:26:14 Emma Offenberg
2L5,1H6,160,2L5 2021-08-05 12:29:25 Josue Negron
6K2,2L5,343,6K2 2021-08-05 12:53:13 Josue Negron
0T5,43P,294,0T5 2021-08-05 13:31:16 Josue Negron
4C2,7B7,370,7B7 2021-08-05 13:37:50 Emma Offenberg
98T,8P8,71,98T 2021-08-06 12:08:28 Josue Negron
7E1,8P9,220,7E1 2021-08-06 13:03:13 Josue Negron
78T,0P6,211,78T 2021-08-06 13:18:42 Josue Negron
9N1,9D1,329,9D1 2021-08-09 11:09:46 Josue Negron
78T,2I2,94,2I2 2021-08-09 13:16:39 Josue Negron
9U1,8P9,79,8P9 2021-08-12 11:47:44 Josue Negron
5T1,9E5,201,9E5 2021-08-12 12:11:41 Josue Negron
7D8,9E5,31,9E5 2021-08-12 12:11:41 Josue Negron
36Z,1J3,329,1J3 2021-08-12 12:50:02 Josue Negron
2J2,4D3,155,2J2 2021-08-18 11:01:19 Josue Negron
9K2,1J3,170,9K2 2021-08-18 13:17:19 Josue Negron
8J0,8H0,118,8H0 2021-08-19 11:30:24 Josue Negron
0T0,1H6,46,1H6 2021-08-19 12:03:31 Josue Negron
1H6,8A7,210,1H6 2021-08-19 12:03:31 Josue Negron
6F0,8F3,354,6F0 2021-08-19 12:48:37 Josue Negron
8F3,6F0,122,6F0 2021-08-19 12:48:37 Josue Negron
6O1,18Z,343,18Z 2021-08-19 13:10:30 Josue Negron
18Z,6O1,154,18Z 2021-08-19 13:10:30 Josue Negron
5T3,3S3,119,3S3 2021-08-20 11:41:44 Josue Negron
8A7,1J7,101,8A7 2021-08-20 11:53:43 Josue Negron
8N7,0T5,256,0T5 2021-08-20 13:09:18 Josue Negron
8D8,9M6,401,8D8 2021-08-23 11:19:48 Josue Negron
9K2,9I6,123,9I6 2021-08-23 12:18:36 Josue Negron
9N3,64P,26,64P 2021-08-25 07:44:49 Josue Negron
6Q4,5Q8,448,5Q8 2021-08-25 12:20:46 Josue Negron
59A,8P9,54,8P9 2021-08-25 12:52:58 Josue Negron
4E2,9T1,191,4E2 2021-08-25 13:16:17 Josue Negron
0P6,2J8,178,2J8 2021-08-26 12:19:28 Josue Negron
0T0,6C0,82,6C0 2021-08-26 13:00:54 Josue Negron
8P3,6C0,176,8P3 2021-08-27 09:33:04 Josue Negron
8A9,98T,117,8A9 2021-08-30 11:18:12 Josue Negron
1S9,50I,196,1S9 2021-09-02 11:55:30 Josue Negron
1S9,0I6,142,1S9 2021-09-02 11:55:30 Josue Negron
8T2,8D8,100,8D8 2021-09-07 11:48:22 Josue Negron
5G9,3S3,155,5G9 2021-09-07 12:40:41 Josue Negron
50I,1S9,398,50I 2021-09-08 11:33:24 Josue Negron
7D7,5C0,437,7D7 2021-09-08 12:37:30 Josue Negron
5C0,7D7,136,7D7 2021-09-08 12:37:30 Josue Negron
0S8,5Q8,150,5Q8 2021-09-08 13:01:12 Josue Negron
3E2,8C0,74,3E2 2021-09-08 13:27:24 Josue Negron
1H6,8H0,300,1H6 2021-09-16 13:11:29 Josue Negron
4S5,8T9,249,4S5 2021-09-17 09:48:27 Josue Negron
9D1,3E2,385,9D1 2021-09-20 11:12:17 Josue Negron
0A9,4D3,181,0A9 2021-09-20 12:40:29 Josue Negron
7J8,5G3,296,7J8 2021-09-20 13:02:49 Josue Negron
9I6,5T3,253,9I6 2021-09-20 13:24:51 Josue Negron
9I6,1J3,33,9I6 2021-09-20 13:24:51 Josue Negron
98T,1J0,317,1J0 2021-09-23 13:41:22 Josue Negron
0A9,4D3,254,0A9 2021-09-27 11:34:28 Josue Negron
4D3,0A9,189,0A9 2021-09-27 11:34:28 Josue Negron
4C2,0P8,364,4C2 2021-09-27 12:02:03 Josue Negron
1H6,8H0,15,8H0 2021-09-27 13:10:55 Josue Negron
2L5,7N2,210,2L5 2021-09-27 13:34:00 Josue Negron
